e5334a500e50d537f0cc20dbc38bb3f17b291680,MODIFY,regular-file,src/TendalProject.Business/Services/PagoService.cs,4235,2-4;27;29-30;88
bd362b9d0d9a4ef57a08d899f5f1af4816286bd0,MODIFY,regular-file,src/TendalProject.Entities/Enum/MetodoPago.cs,198,9
